County Name,State,State Abbreviation,County Code,Year,Drug/Alcohol Induced Cause,Drug/Alcohol Induced Cause Code,Deaths,County Population,State Population
BLOUNT,Tennessee,TN,47009,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,19,127222,6558150
BRADLEY,Tennessee,TN,47011,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,24,102830,6558150
CAMPBELL,Tennessee,TN,47013,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,15,40155,6558150
CHEATHAM,Tennessee,TN,47021,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,16,39774,6558150
CLAIBORNE,Tennessee,TN,47025,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,31984,6558150
COCKE,Tennessee,TN,47029,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,35706,6558150
CUMBERLAND,Tennessee,TN,47035,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,14,57866,6558150
DAVIDSON,Tennessee,TN,47037,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,112,659572,6558150
DAVIDSON,Tennessee,TN,47037,2014,Drug poisonings (overdose) Suicide (X60-X64),D2,14,659572,6558150
DEKALB,Tennessee,TN,47041,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,19429,6558150
DICKSON,Tennessee,TN,47043,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,51546,6558150
FRANKLIN,Tennessee,TN,47051,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,41476,6558150
GREENE,Tennessee,TN,47059,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,18,68957,6558150
HAMBLEN,Tennessee,TN,47063,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,21,63551,6558150
HAMILTON,Tennessee,TN,47065,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,55,350386,6558150
HARDIN,Tennessee,TN,47071,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,25892,6558150
KNOX,Tennessee,TN,47093,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,119,448781,6558150
LOUDON,Tennessee,TN,47105,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,50802,6558150
MCMINN,Tennessee,TN,47107,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,52783,6558150
MAURY,Tennessee,TN,47119,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,18,87636,6558150
MONTGOMERY,Tennessee,TN,47125,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,22,189155,6558150
PUTNAM,Tennessee,TN,47141,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,20,75597,6558150
ROANE,Tennessee,TN,47145,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,19,53671,6558150
RUTHERFORD,Tennessee,TN,47149,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,26,293734,6558150
SEVIER,Tennessee,TN,47155,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,14,93807,6558150
SHELBY,Tennessee,TN,47157,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,138,931722,6558150
SULLIVAN,Tennessee,TN,47163,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,37,157232,6558150
SUMNER,Tennessee,TN,47165,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,27,173890,6558150
WASHINGTON,Tennessee,TN,47179,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,20,125834,6558150
WILLIAMSON,Tennessee,TN,47187,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,14,207497,6558150
WILSON,Tennessee,TN,47189,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,20,127349,6558150
ANDERSON,Tennessee,TN,47001,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,22,75959,6611116
BLOUNT,Tennessee,TN,47009,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,31,128253,6611116
BRADLEY,Tennessee,TN,47011,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,19,103805,6611116
CAMPBELL,Tennessee,TN,47013,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,21,40013,6611116
CARTER,Tennessee,TN,47019,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,56738,6611116
CHEATHAM,Tennessee,TN,47021,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,15,39941,6611116
CLAIBORNE,Tennessee,TN,47025,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,31927,6611116
COFFEE,Tennessee,TN,47031,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,54613,6611116
DAVIDSON,Tennessee,TN,47037,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,138,667825,6611116
DAVIDSON,Tennessee,TN,47037,2015,Drug poisonings (overdose) Suicide (X60-X64),D2,10,667825,6611116
DICKSON,Tennessee,TN,47043,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,17,52020,6611116
FRANKLIN,Tennessee,TN,47051,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,41579,6611116
HAMBLEN,Tennessee,TN,47063,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,15,63806,6611116
HAMILTON,Tennessee,TN,47065,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,55,353861,6611116
HARDIN,Tennessee,TN,47071,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,25862,6611116
HAWKINS,Tennessee,TN,47073,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,14,56644,6611116
KNOX,Tennessee,TN,47093,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,139,452909,6611116
MCNAIRY,Tennessee,TN,47109,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,25922,6611116
MAURY,Tennessee,TN,47119,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,13,89312,6611116
MONROE,Tennessee,TN,47123,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,45664,6611116
MONTGOMERY,Tennessee,TN,47125,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,23,193353,6611116
MONTGOMERY,Tennessee,TN,47125,2015,Drug poisonings (overdose) Suicide (X60-X64),D2,10,193353,6611116
MORGAN,Tennessee,TN,47129,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,21731,6611116
PUTNAM,Tennessee,TN,47141,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,13,76409,6611116
ROANE,Tennessee,TN,47145,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,16,53539,6611116
ROBERTSON,Tennessee,TN,47147,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,69257,6611116
RUTHERFORD,Tennessee,TN,47149,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,48,301522,6611116
SEVIER,Tennessee,TN,47155,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,25,94829,6611116
SHELBY,Tennessee,TN,47157,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,165,932732,6611116
SHELBY,Tennessee,TN,47157,2015,Drug poisonings (overdose) Suicide (X60-X64),D2,13,932732,6611116
SHELBY,Tennessee,TN,47157,2015,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,16,932732,6611116
SULLIVAN,Tennessee,TN,47163,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,29,157340,6611116
SUMNER,Tennessee,TN,47165,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,22,177204,6611116
TIPTON,Tennessee,TN,47167,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,13,61366,6611116
WASHINGTON,Tennessee,TN,47179,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,24,126528,6611116
WILLIAMSON,Tennessee,TN,47187,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,23,213555,6611116
WILSON,Tennessee,TN,47189,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,30,130668,6611116
