County Name,State,State Abbreviation,County Code,Year,Drug/Alcohol Induced Cause,Drug/Alcohol Induced Cause Code,Deaths,County Population,State Population
SAN MATEO,California,CA,6081,2007,Drug poisonings (overdose) Unintentional (X40-X44),D1,47,715093,36239662
SAN MATEO,California,CA,6081,2007,Drug poisonings (overdose) Suicide (X60-X64),D2,15,715093,36239662
SANTA BARBARA,California,CA,6083,2007,Drug poisonings (overdose) Unintentional (X40-X44),D1,37,416548,36239662
SANTA CLARA,California,CA,6085,2007,Drug poisonings (overdose) Unintentional (X40-X44),D1,101,1752004,36239662
SANTA CLARA,California,CA,6085,2007,Drug poisonings (overdose) Suicide (X60-X64),D2,30,1752004,36239662
SANTA CLARA,California,CA,6085,2007,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,10,1752004,36239662
SANTA CRUZ,California,CA,6087,2007,Drug poisonings (overdose) Unintentional (X40-X44),D1,36,260332,36239662
SHASTA,California,CA,6089,2007,Drug poisonings (overdose) Unintentional (X40-X44),D1,35,173028,36239662
SOLANO,California,CA,6095,2007,Drug poisonings (overdose) Unintentional (X40-X44),D1,27,407655,36239662
SONOMA,California,CA,6097,2007,Drug poisonings (overdose) Unintentional (X40-X44),D1,41,476282,36239662
SONOMA,California,CA,6097,2007,Drug poisonings (overdose) Suicide (X60-X64),D2,12,476282,36239662
STANISLAUS,California,CA,6099,2007,Drug poisonings (overdose) Unintentional (X40-X44),D1,68,494170,36239662
STANISLAUS,California,CA,6099,2007,Drug poisonings (overdose) Suicide (X60-X64),D2,12,494170,36239662
TULARE,California,CA,6107,2007,Drug poisonings (overdose) Unintentional (X40-X44),D1,19,419930,36239662
TUOLUMNE,California,CA,6109,2007,Drug poisonings (overdose) Unintentional (X40-X44),D1,14,55117,36239662
VENTURA,California,CA,6111,2007,Drug poisonings (overdose) Unintentional (X40-X44),D1,70,802342,36239662
VENTURA,California,CA,6111,2007,Drug poisonings (overdose) Suicide (X60-X64),D2,12,802342,36239662
YOLO,California,CA,6113,2007,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,191200,36239662
ALAMEDA,California,CA,6001,2008,Drug poisonings (overdose) Unintentional (X40-X44),D1,135,1496945,36577949
ALAMEDA,California,CA,6001,2008,Drug poisonings (overdose) Suicide (X60-X64),D2,22,1496945,36577949
BUTTE,California,CA,6007,2008,Drug poisonings (overdose) Unintentional (X40-X44),D1,58,216629,36577949
CONTRA COSTA,California,CA,6013,2008,Drug poisonings (overdose) Unintentional (X40-X44),D1,84,1029137,36577949
CONTRA COSTA,California,CA,6013,2008,Drug poisonings (overdose) Suicide (X60-X64),D2,27,1029137,36577949
EL DORADO,California,CA,6017,2008,Drug poisonings (overdose) Unintentional (X40-X44),D1,28,176106,36577949
FRESNO,California,CA,6019,2008,Drug poisonings (overdose) Unintentional (X40-X44),D1,82,904150,36577949
FRESNO,California,CA,6019,2008,Drug poisonings (overdose) Suicide (X60-X64),D2,11,904150,36577949
HUMBOLDT,California,CA,6023,2008,Drug poisonings (overdose) Unintentional (X40-X44),D1,43,132988,36577949
IMPERIAL,California,CA,6025,2008,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,168086,36577949
KERN,California,CA,6029,2008,Drug poisonings (overdose) Unintentional (X40-X44),D1,108,804024,36577949
KINGS,California,CA,6031,2008,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,148278,36577949
LAKE,California,CA,6033,2008,Drug poisonings (overdose) Unintentional (X40-X44),D1,13,63395,36577949
LOS ANGELES,California,CA,6037,2008,Drug poisonings (overdose) Unintentional (X40-X44),D1,572,9758803,36577949
LOS ANGELES,California,CA,6037,2008,Drug poisonings (overdose) Suicide (X60-X64),D2,118,9758803,36577949
LOS ANGELES,California,CA,6037,2008,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,16,9758803,36577949
MADERA,California,CA,6039,2008,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,145307,36577949
MARIN,California,CA,6041,2008,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,14,251397,36577949
MERCED,California,CA,6047,2008,Drug poisonings (overdose) Unintentional (X40-X44),D1,22,246874,36577949
MONTEREY,California,CA,6053,2008,Drug poisonings (overdose) Unintentional (X40-X44),D1,33,412400,36577949
MONTEREY,California,CA,6053,2008,Drug poisonings (overdose) Suicide (X60-X64),D2,10,412400,36577949
NAPA,California,CA,6055,2008,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,134128,36577949
NEVADA,California,CA,6057,2008,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,97407,36577949
ORANGE,California,CA,6059,2008,Drug poisonings (overdose) Unintentional (X40-X44),D1,238,2977474,36577949
ORANGE,California,CA,6059,2008,Drug poisonings (overdose) Suicide (X60-X64),D2,72,2977474,36577949
ORANGE,California,CA,6059,2008,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,14,2977474,36577949
PLACER,California,CA,6061,2008,Drug poisonings (overdose) Unintentional (X40-X44),D1,32,328454,36577949
RIVERSIDE,California,CA,6065,2008,Drug poisonings (overdose) Unintentional (X40-X44),D1,182,2060872,36577949
RIVERSIDE,California,CA,6065,2008,Drug poisonings (overdose) Suicide (X60-X64),D2,33,2060872,36577949
SACRAMENTO,California,CA,6067,2008,Drug poisonings (overdose) Unintentional (X40-X44),D1,201,1379706,36577949
SACRAMENTO,California,CA,6067,2008,Drug poisonings (overdose) Suicide (X60-X64),D2,36,1379706,36577949
SACRAMENTO,California,CA,6067,2008,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,23,1379706,36577949
SAN BERNARDINO,California,CA,6071,2008,Drug poisonings (overdose) Unintentional (X40-X44),D1,59,1970055,36577949
SAN BERNARDINO,California,CA,6071,2008,Drug poisonings (overdose) Suicide (X60-X64),D2,47,1970055,36577949
SAN DIEGO,California,CA,6073,2008,Drug poisonings (overdose) Unintentional (X40-X44),D1,277,3039047,36577949
SAN DIEGO,California,CA,6073,2008,Drug poisonings (overdose) Suicide (X60-X64),D2,76,3039047,36577949
SAN FRANCISCO,California,CA,6075,2008,Drug poisonings (overdose) Unintentional (X40-X44),D1,145,799500,36577949
SAN FRANCISCO,California,CA,6075,2008,Drug poisonings (overdose) Suicide (X60-X64),D2,23,799500,36577949
SAN JOAQUIN,California,CA,6077,2008,Drug poisonings (overdose) Unintentional (X40-X44),D1,94,660980,36577949
SAN JOAQUIN,California,CA,6077,2008,Drug poisonings (overdose) Suicide (X60-X64),D2,11,660980,36577949
SAN LUIS OBISPO,California,CA,6079,2008,Drug poisonings (overdose) Unintentional (X40-X44),D1,22,265026,36577949
SAN MATEO,California,CA,6081,2008,Drug poisonings (overdose) Unintentional (X40-X44),D1,47,716235,36577949
SANTA BARBARA,California,CA,6083,2008,Drug poisonings (overdose) Unintentional (X40-X44),D1,38,419013,36577949
SANTA CLARA,California,CA,6085,2008,Drug poisonings (overdose) Unintentional (X40-X44),D1,86,1761893,36577949
SANTA CLARA,California,CA,6085,2008,Drug poisonings (overdose) Suicide (X60-X64),D2,27,1761893,36577949
SANTA CRUZ,California,CA,6087,2008,Drug poisonings (overdose) Unintentional (X40-X44),D1,24,261006,36577949
SHASTA,California,CA,6089,2008,Drug poisonings (overdose) Unintentional (X40-X44),D1,49,174426,36577949
SOLANO,California,CA,6095,2008,Drug poisonings (overdose) Unintentional (X40-X44),D1,32,409535,36577949
SONOMA,California,CA,6097,2008,Drug poisonings (overdose) Unintentional (X40-X44),D1,51,478810,36577949
SONOMA,California,CA,6097,2008,Drug poisonings (overdose) Suicide (X60-X64),D2,21,478810,36577949
STANISLAUS,California,CA,6099,2008,Drug poisonings (overdose) Unintentional (X40-X44),D1,50,500930,36577949
TULARE,California,CA,6107,2008,Drug poisonings (overdose) Unintentional (X40-X44),D1,17,427347,36577949
VENTURA,California,CA,6111,2008,Drug poisonings (overdose) Unintentional (X40-X44),D1,66,809358,36577949
VENTURA,California,CA,6111,2008,Drug poisonings (overdose) Suicide (X60-X64),D2,11,809358,36577949
ALAMEDA,California,CA,6001,2009,Drug poisonings (overdose) Unintentional (X40-X44),D1,119,1503600,36916236
ALAMEDA,California,CA,6001,2009,Drug poisonings (overdose) Suicide (X60-X64),D2,24,1503600,36916236
AMADOR,California,CA,6005,2009,Drug poisonings (overdose) Unintentional (X40-X44),D1,13,37792,36916236
BUTTE,California,CA,6007,2009,Drug poisonings (overdose) Unintentional (X40-X44),D1,49,218317,36916236
BUTTE,California,CA,6007,2009,Drug poisonings (overdose) Suicide (X60-X64),D2,10,218317,36916236
CONTRA COSTA,California,CA,6013,2009,Drug poisonings (overdose) Unintentional (X40-X44),D1,79,1039171,36916236
CONTRA COSTA,California,CA,6013,2009,Drug poisonings (overdose) Suicide (X60-X64),D2,14,1039171,36916236
EL DORADO,California,CA,6017,2009,Drug poisonings (overdose) Unintentional (X40-X44),D1,34,178580,36916236
FRESNO,California,CA,6019,2009,Drug poisonings (overdose) Unintentional (X40-X44),D1,101,917323,36916236
HUMBOLDT,California,CA,6023,2009,Drug poisonings (overdose) Unintentional (X40-X44),D1,34,133798,36916236
IMPERIAL,California,CA,6025,2009,Drug poisonings (overdose) Unintentional (X40-X44),D1,13,171305,36916236
KERN,California,CA,6029,2009,Drug poisonings (overdose) Unintentional (X40-X44),D1,119,821823,36916236
KERN,California,CA,6029,2009,Drug poisonings (overdose) Suicide (X60-X64),D2,10,821823,36916236
LAKE,California,CA,6033,2009,Drug poisonings (overdose) Unintentional (X40-X44),D1,21,64028,36916236
LOS ANGELES,California,CA,6037,2009,Drug poisonings (overdose) Unintentional (X40-X44),D1,627,9788739,36916236
LOS ANGELES,California,CA,6037,2009,Drug poisonings (overdose) Suicide (X60-X64),D2,110,9788739,36916236
LOS ANGELES,California,CA,6037,2009,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,28,9788739,36916236
MARIN,California,CA,6041,2009,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,251909,36916236
MARIN,California,CA,6041,2009,Drug poisonings (overdose) Suicide (X60-X64),D2,11,251909,36916236
MARIN,California,CA,6041,2009,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,12,251909,36916236
MENDOCINO,California,CA,6045,2009,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,87693,36916236
MERCED,California,CA,6047,2009,Drug poisonings (overdose) Unintentional (X40-X44),D1,16,251336,36916236
MONTEREY,California,CA,6053,2009,Drug poisonings (overdose) Unintentional (X40-X44),D1,33,413731,36916236
NAPA,California,CA,6055,2009,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,135351,36916236
ORANGE,California,CA,6059,2009,Drug poisonings (overdose) Unintentional (X40-X44),D1,267,2993873,36916236
ORANGE,California,CA,6059,2009,Drug poisonings (overdose) Suicide (X60-X64),D2,47,2993873,36916236
ORANGE,California,CA,6059,2009,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,22,2993873,36916236
PLACER,California,CA,6061,2009,Drug poisonings (overdose) Unintentional (X40-X44),D1,33,338477,36916236
RIVERSIDE,California,CA,6065,2009,Drug poisonings (overdose) Unintentional (X40-X44),D1,200,2125316,36916236
RIVERSIDE,California,CA,6065,2009,Drug poisonings (overdose) Suicide (X60-X64),D2,37,2125316,36916236
SACRAMENTO,California,CA,6067,2009,Drug poisonings (overdose) Unintentional (X40-X44),D1,194,1399222,36916236
SACRAMENTO,California,CA,6067,2009,Drug poisonings (overdose) Suicide (X60-X64),D2,40,1399222,36916236
SACRAMENTO,California,CA,6067,2009,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,12,1399222,36916236
SAN BERNARDINO,California,CA,6071,2009,Drug poisonings (overdose) Unintentional (X40-X44),D1,77,2002627,36916236
SAN BERNARDINO,California,CA,6071,2009,Drug poisonings (overdose) Suicide (X60-X64),D2,47,2002627,36916236
SAN BERNARDINO,California,CA,6071,2009,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,10,2002627,36916236
SAN DIEGO,California,CA,6073,2009,Drug poisonings (overdose) Unintentional (X40-X44),D1,288,3067198,36916236
SAN DIEGO,California,CA,6073,2009,Drug poisonings (overdose) Suicide (X60-X64),D2,79,3067198,36916236
SAN FRANCISCO,California,CA,6075,2009,Drug poisonings (overdose) Unintentional (X40-X44),D1,149,802342,36916236
SAN FRANCISCO,California,CA,6075,2009,Drug poisonings (overdose) Suicide (X60-X64),D2,16,802342,36916236
SAN JOAQUIN,California,CA,6077,2009,Drug poisonings (overdose) Unintentional (X40-X44),D1,107,673145,36916236
SAN JOAQUIN,California,CA,6077,2009,Drug poisonings (overdose) Suicide (X60-X64),D2,11,673145,36916236
SAN LUIS OBISPO,California,CA,6079,2009,Drug poisonings (overdose) Unintentional (X40-X44),D1,27,267311,36916236
SAN MATEO,California,CA,6081,2009,Drug poisonings (overdose) Unintentional (X40-X44),D1,36,717377,36916236
SAN MATEO,California,CA,6081,2009,Drug poisonings (overdose) Suicide (X60-X64),D2,14,717377,36916236
SANTA BARBARA,California,CA,6083,2009,Drug poisonings (overdose) Unintentional (X40-X44),D1,52,421478,36916236
SANTA BARBARA,California,CA,6083,2009,Drug poisonings (overdose) Suicide (X60-X64),D2,12,421478,36916236
SANTA CLARA,California,CA,6085,2009,Drug poisonings (overdose) Unintentional (X40-X44),D1,89,1771782,36916236
SANTA CLARA,California,CA,6085,2009,Drug poisonings (overdose) Suicide (X60-X64),D2,19,1771782,36916236
SANTA CRUZ,California,CA,6087,2009,Drug poisonings (overdose) Unintentional (X40-X44),D1,32,261680,36916236
SHASTA,California,CA,6089,2009,Drug poisonings (overdose) Unintentional (X40-X44),D1,50,175824,36916236
SOLANO,California,CA,6095,2009,Drug poisonings (overdose) Unintentional (X40-X44),D1,31,411415,36916236
SONOMA,California,CA,6097,2009,Drug poisonings (overdose) Unintentional (X40-X44),D1,42,481338,36916236
SONOMA,California,CA,6097,2009,Drug poisonings (overdose) Suicide (X60-X64),D2,11,481338,36916236
STANISLAUS,California,CA,6099,2009,Drug poisonings (overdose) Unintentional (X40-X44),D1,60,507690,36916236
STANISLAUS,California,CA,6099,2009,Drug poisonings (overdose) Suicide (X60-X64),D2,14,507690,36916236
TULARE,California,CA,6107,2009,Drug poisonings (overdose) Unintentional (X40-X44),D1,35,434764,36916236
TUOLUMNE,California,CA,6109,2009,Drug poisonings (overdose) Unintentional (X40-X44),D1,13,55287,36916236
VENTURA,California,CA,6111,2009,Drug poisonings (overdose) Unintentional (X40-X44),D1,61,816374,36916236
VENTURA,California,CA,6111,2009,Drug poisonings (overdose) Suicide (X60-X64),D2,24,816374,36916236
YOLO,California,CA,6113,2009,Drug poisonings (overdose) Unintentional (X40-X44),D1,14,197640,36916236
ALAMEDA,California,CA,6001,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,106,1510258,37254523
ALAMEDA,California,CA,6001,2010,Drug poisonings (overdose) Suicide (X60-X64),D2,25,1510258,37254523
BUTTE,California,CA,6007,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,74,220002,37254523
BUTTE,California,CA,6007,2010,Drug poisonings (overdose) Suicide (X60-X64),D2,10,220002,37254523
CONTRA COSTA,California,CA,6013,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,77,1049204,37254523
CONTRA COSTA,California,CA,6013,2010,Drug poisonings (overdose) Suicide (X60-X64),D2,14,1049204,37254523
EL DORADO,California,CA,6017,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,35,181058,37254523
FRESNO,California,CA,6019,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,96,930496,37254523
HUMBOLDT,California,CA,6023,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,39,134611,37254523
KERN,California,CA,6029,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,123,839619,37254523
KERN,California,CA,6029,2010,Drug poisonings (overdose) Suicide (X60-X64),D2,11,839619,37254523
KINGS,California,CA,6031,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,152982,37254523
LAKE,California,CA,6033,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,31,64664,37254523
LASSEN,California,CA,6035,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,34895,37254523
LOS ANGELES,California,CA,6037,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,552,9818672,37254523
LOS ANGELES,California,CA,6037,2010,Drug poisonings (overdose) Suicide (X60-X64),D2,113,9818672,37254523
LOS ANGELES,California,CA,6037,2010,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,32,9818672,37254523
MADERA,California,CA,6039,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,150841,37254523
MARIN,California,CA,6041,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,16,252423,37254523
MARIN,California,CA,6041,2010,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,12,252423,37254523
MENDOCINO,California,CA,6045,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,87850,37254523
MERCED,California,CA,6047,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,23,255796,37254523
MONTEREY,California,CA,6053,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,36,415061,37254523
NAPA,California,CA,6055,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,13,136578,37254523
ORANGE,California,CA,6059,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,234,3010274,37254523
ORANGE,California,CA,6059,2010,Drug poisonings (overdose) Suicide (X60-X64),D2,58,3010274,37254523
ORANGE,California,CA,6059,2010,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,21,3010274,37254523
PLACER,California,CA,6061,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,20,348503,37254523
RIVERSIDE,California,CA,6065,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,213,2189765,37254523
RIVERSIDE,California,CA,6065,2010,Drug poisonings (overdose) Suicide (X60-X64),D2,37,2189765,37254523
SACRAMENTO,California,CA,6067,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,151,1418735,37254523
SACRAMENTO,California,CA,6067,2010,Drug poisonings (overdose) Suicide (X60-X64),D2,47,1418735,37254523
SACRAMENTO,California,CA,6067,2010,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,18,1418735,37254523
SAN BERNARDINO,California,CA,6071,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,82,2035201,37254523
SAN BERNARDINO,California,CA,6071,2010,Drug poisonings (overdose) Suicide (X60-X64),D2,40,2035201,37254523
SAN BERNARDINO,California,CA,6071,2010,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,11,2035201,37254523
SAN DIEGO,California,CA,6073,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,288,3095349,37254523
SAN DIEGO,California,CA,6073,2010,Drug poisonings (overdose) Suicide (X60-X64),D2,76,3095349,37254523
SAN FRANCISCO,California,CA,6075,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,151,805184,37254523
SAN FRANCISCO,California,CA,6075,2010,Drug poisonings (overdose) Suicide (X60-X64),D2,16,805184,37254523
SAN JOAQUIN,California,CA,6077,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,121,685306,37254523
SAN LUIS OBISPO,California,CA,6079,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,28,269597,37254523
SAN LUIS OBISPO,California,CA,6079,2010,Drug poisonings (overdose) Suicide (X60-X64),D2,12,269597,37254523
SAN MATEO,California,CA,6081,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,39,718518,37254523
SAN MATEO,California,CA,6081,2010,Drug poisonings (overdose) Suicide (X60-X64),D2,15,718518,37254523
SANTA BARBARA,California,CA,6083,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,38,423947,37254523
SANTA CLARA,California,CA,6085,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,94,1781672,37254523
SANTA CLARA,California,CA,6085,2010,Drug poisonings (overdose) Suicide (X60-X64),D2,29,1781672,37254523
SANTA CLARA,California,CA,6085,2010,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,10,1781672,37254523
SANTA CRUZ,California,CA,6087,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,38,262356,37254523
SHASTA,California,CA,6089,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,43,177221,37254523
SISKIYOU,California,CA,6093,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,13,44900,37254523
SOLANO,California,CA,6095,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,35,413298,37254523
SOLANO,California,CA,6095,2010,Drug poisonings (overdose) Suicide (X60-X64),D2,10,413298,37254523
SONOMA,California,CA,6097,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,53,483868,37254523
SONOMA,California,CA,6097,2010,Drug poisonings (overdose) Suicide (X60-X64),D2,23,483868,37254523
STANISLAUS,California,CA,6099,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,83,514451,37254523
TULARE,California,CA,6107,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,22,442181,37254523
TUOLUMNE,California,CA,6109,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,16,55368,37254523
VENTURA,California,CA,6111,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,67,823393,37254523
VENTURA,California,CA,6111,2010,Drug poisonings (overdose) Suicide (X60-X64),D2,26,823393,37254523
YOLO,California,CA,6113,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,13,200855,37254523
ALAMEDA,California,CA,6001,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,139,1529820,37542338
ALAMEDA,California,CA,6001,2011,Drug poisonings (overdose) Suicide (X60-X64),D2,28,1529820,37542338
BUTTE,California,CA,6007,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,76,221409,37542338
CALAVERAS,California,CA,6009,2011,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,10,45581,37542338
CONTRA COSTA,California,CA,6013,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,93,1061830,37542338
CONTRA COSTA,California,CA,6013,2011,Drug poisonings (overdose) Suicide (X60-X64),D2,29,1061830,37542338
EL DORADO,California,CA,6017,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,30,182260,37542338
FRESNO,California,CA,6019,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,76,938484,37542338
FRESNO,California,CA,6019,2011,Drug poisonings (overdose) Suicide (X60-X64),D2,13,938484,37542338
HUMBOLDT,California,CA,6023,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,48,134831,37542338
IMPERIAL,California,CA,6025,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,21,175437,37542338
KERN,California,CA,6029,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,133,846762,37542338
KERN,California,CA,6029,2011,Drug poisonings (overdose) Suicide (X60-X64),D2,12,846762,37542338
KINGS,California,CA,6031,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,13,152780,37542338
LAKE,California,CA,6033,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,28,64629,37542338
LASSEN,California,CA,6035,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,34383,37542338
LOS ANGELES,California,CA,6037,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,561,9854528,37542338
LOS ANGELES,California,CA,6037,2011,Drug poisonings (overdose) Suicide (X60-X64),D2,106,9854528,37542338
LOS ANGELES,California,CA,6037,2011,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,17,9854528,37542338
MADERA,California,CA,6039,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,20,151695,37542338
MARIN,California,CA,6041,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,13,253328,37542338
MENDOCINO,California,CA,6045,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,13,87820,37542338
MERCED,California,CA,6047,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,27,258167,37542338
MONTEREY,California,CA,6053,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,37,417628,37542338
NEVADA,California,CA,6057,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,98864,37542338
ORANGE,California,CA,6059,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,239,3032236,37542338
ORANGE,California,CA,6059,2011,Drug poisonings (overdose) Suicide (X60-X64),D2,60,3032236,37542338
ORANGE,California,CA,6059,2011,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,20,3032236,37542338
PLACER,California,CA,6061,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,20,354084,37542338
RIVERSIDE,California,CA,6065,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,213,2222389,37542338
RIVERSIDE,California,CA,6065,2011,Drug poisonings (overdose) Suicide (X60-X64),D2,39,2222389,37542338
SACRAMENTO,California,CA,6067,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,152,1434015,37542338
SACRAMENTO,California,CA,6067,2011,Drug poisonings (overdose) Suicide (X60-X64),D2,40,1434015,37542338
SACRAMENTO,California,CA,6067,2011,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,21,1434015,37542338
SAN BERNARDINO,California,CA,6071,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,75,2052251,37542338
SAN BERNARDINO,California,CA,6071,2011,Drug poisonings (overdose) Suicide (X60-X64),D2,34,2052251,37542338
SAN DIEGO,California,CA,6073,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,330,3126351,37542338
SAN DIEGO,California,CA,6073,2011,Drug poisonings (overdose) Suicide (X60-X64),D2,78,3126351,37542338
SAN FRANCISCO,California,CA,6075,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,168,814949,37542338
SAN FRANCISCO,California,CA,6075,2011,Drug poisonings (overdose) Suicide (X60-X64),D2,21,814949,37542338
SAN JOAQUIN,California,CA,6077,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,127,693725,37542338
SAN LUIS OBISPO,California,CA,6079,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,33,271399,37542338
SAN MATEO,California,CA,6081,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,53,724896,37542338
SAN MATEO,California,CA,6081,2011,Drug poisonings (overdose) Suicide (X60-X64),D2,13,724896,37542338
SANTA BARBARA,California,CA,6083,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,37,426769,37542338
SANTA CLARA,California,CA,6085,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,102,1801159,37542338
SANTA CLARA,California,CA,6085,2011,Drug poisonings (overdose) Suicide (X60-X64),D2,34,1801159,37542338
SANTA CRUZ,California,CA,6087,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,49,263843,37542338
SHASTA,California,CA,6089,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,46,177573,37542338
SISKIYOU,California,CA,6093,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,44753,37542338
SOLANO,California,CA,6095,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,31,417462,37542338
SOLANO,California,CA,6095,2011,Drug poisonings (overdose) Suicide (X60-X64),D2,12,417462,37542338
SOLANO,California,CA,6095,2011,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,14,417462,37542338
SONOMA,California,CA,6097,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,39,485877,37542338
SONOMA,California,CA,6097,2011,Drug poisonings (overdose) Suicide (X60-X64),D2,10,485877,37542338
STANISLAUS,California,CA,6099,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,70,518871,37542338
STANISLAUS,California,CA,6099,2011,Drug poisonings (overdose) Suicide (X60-X64),D2,12,518871,37542338
SUTTER,California,CA,6101,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,95012,37542338
